Country,Confirmed,Deaths,Hosp_patients,Vaccinations,Vaccinated_Once,Vaccinated_Full,Vaccinated_Booster,Date
United Kingdom,2762.0,26.0,3255.0,105334.0,31622367.0,5496716.0,0.0,05_04_2021
United Kingdom,2297.0,10.0,3229.0,95763.0,31581623.0,5432126.0,0.0,04_04_2021
United Kingdom,3423.0,10.0,3244.0,286799.0,31533568.0,5384418.0,0.0,03_04_2021
United Kingdom,3402.0,52.0,3376.0,354051.0,31425682.0,5205505.0,0.0,02_04_2021
United Kingdom,4479.0,51.0,3557.0,616234.0,31318262.0,4958874.0,0.0,01_04_2021
United Kingdom,4052.0,43.0,3742.0,627008.0,31147444.0,4513458.0,0.0,31_03_2021
United Kingdom,4043.0,55.0,3976.0,503599.0,30908010.0,4125884.0,0.0,30_03_2021
United Kingdom,4654.0,23.0,4197.0,405039.0,30682093.0,3848202.0,0.0,29_03_2021
United Kingdom,3862.0,19.0,4185.0,441142.0,30445284.0,3679972.0,0.0,28_03_2021
United Kingdom,3865.0,58.0,4436.0,663162.0,30151736.0,3532378.0,0.0,27_03_2021
United Kingdom,6187.0,70.0,4485.0,694959.0,29727435.0,3293517.0,0.0,26_03_2021
United Kingdom,6220.0,63.0,4583.0,559324.0,29316130.0,3009863.0,0.0,25_03_2021
United Kingdom,5604.0,98.0,4880.0,580307.0,28991188.0,2775481.0,0.0,24_03_2021
United Kingdom,5380.0,112.0,5150.0,494805.0,28653523.0,2532839.0,0.0,23_03_2021
United Kingdom,5342.0,17.0,5431.0,412197.0,28327873.0,2363684.0,0.0,22_03_2021
United Kingdom,5312.0,33.0,5448.0,419618.0,27997976.0,2281384.0,0.0,21_03_2021
United Kingdom,5587.0,96.0,5567.0,844285.0,27630970.0,2228772.0,0.0,20_03_2021
United Kingdom,4802.0,100.0,5880.0,740655.0,26878662.0,2136795.0,0.0,19_03_2021
United Kingdom,6303.0,95.0,6150.0,660276.0,26263732.0,2011070.0,0.0,18_03_2021
United Kingdom,5758.0,141.0,6585.0,581855.0,25735472.0,1879054.0,0.0,17_03_2021
United Kingdom,5295.0,110.0,6847.0,529119.0,25273226.0,1759445.0,0.0,16_03_2021
United Kingdom,5090.0,64.0,7208.0,440051.0,24839906.0,1663646.0,0.0,15_03_2021
United Kingdom,4618.0,52.0,7316.0,282381.0,24453221.0,1610280.0,0.0,14_03_2021
United Kingdom,5534.0,121.0,7384.0,564263.0,24196211.0,1584909.0,0.0,13_03_2021
United Kingdom,6609.0,175.0,7728.0,457254.0,23684103.0,1532754.0,0.0,12_03_2021
United Kingdom,6753.0,181.0,8066.0,354372.0,23314525.0,1445078.0,0.0,11_03_2021
United Kingdom,5926.0,190.0,8436.0,341049.0,23053716.0,1351515.0,0.0,10_03_2021
United Kingdom,5767.0,231.0,9009.0,290223.0,22809829.0,1254353.0,0.0,09_03_2021
United Kingdom,4713.0,65.0,9474.0,254061.0,22592528.0,1181431.0,0.0,08_03_2021
United Kingdom,5177.0,82.0,9459.0,184384.0,22377255.0,1142643.0,0.0,07_03_2021
United Kingdom,6039.0,158.0,9711.0,448396.0,22213112.0,1122402.0,0.0,06_03_2021
United Kingdom,5946.0,236.0,10312.0,494235.0,21796278.0,1090840.0,0.0,05_03_2021
United Kingdom,6574.0,242.0,10933.0,446450.0,21358815.0,1034068.0,0.0,04_03_2021
United Kingdom,6386.0,487.0,11523.0,347406.0,20982571.0,963862.0,0.0,03_03_2021
United Kingdom,6392.0,343.0,12139.0,276310.0,20703615.0,895412.0,0.0,02_03_2021
United Kingdom,5455.0,104.0,12894.0,231450.0,20478619.0,844098.0,0.0,01_03_2021
United Kingdom,6039.0,144.0,12788.0,205584.0,20275451.0,815816.0,0.0,28_02_2021
United Kingdom,7435.0,290.0,13269.0,434825.0,20089551.0,796132.0,0.0,27_02_2021
United Kingdom,8524.0,345.0,14077.0,537266.0,19682048.0,768810.0,0.0,26_02_2021
United Kingdom,9986.0,323.0,14849.0,521039.0,19177555.0,736037.0,0.0,25_02_2021
United Kingdom,9939.0,443.0,15534.0,480575.0,18691835.0,700718.0,0.0,24_02_2021
United Kingdom,8489.0,548.0,16115.0,353009.0,18242873.0,669105.0,0.0,23_02_2021
United Kingdom,10645.0,177.0,16855.0,210804.0,17916181.0,642788.0,0.0,22_02_2021
United Kingdom,9835.0,215.0,16857.0,150896.0,17723840.0,624325.0,0.0,21_02_2021
United Kingdom,10408.0,445.0,17042.0,344942.0,17582121.0,615148.0,0.0,20_02_2021
United Kingdom,12034.0,533.0,17860.0,387200.0,17247442.0,604885.0,0.0,19_02_2021
United Kingdom,12060.0,454.0,18522.0,468321.0,16875536.0,589591.0,0.0,18_02_2021
United Kingdom,12721.0,738.0,19449.0,497257.0,16423082.0,573724.0,0.0,17_02_2021
United Kingdom,10630.0,799.0,20215.0,377277.0,15940972.0,558577.0,0.0,16_02_2021
United Kingdom,9770.0,232.0,20994.0,282491.0,15576107.0,546165.0,0.0,15_02_2021
United Kingdom,10982.0,258.0,21054.0,239877.0,15300151.0,539630.0,0.0,14_02_2021
United Kingdom,13316.0,621.0,20970.0,508208.0,15062189.0,537715.0,0.0,13_02_2021
United Kingdom,15163.0,758.0,22324.0,549378.0,14556827.0,534869.0,0.0,12_02_2021
United Kingdom,13505.0,678.0,23411.0,508763.0,14012224.0,530094.0,0.0,11_02_2021
United Kingdom,13024.0,1001.0,24417.0,455704.0,13509108.0,524447.0,0.0,10_02_2021
United Kingdom,12385.0,1052.0,25689.0,414973.0,13058298.0,519553.0,0.0,09_02_2021
United Kingdom,14126.0,333.0,26744.0,356291.0,12646486.0,516392.0,0.0,08_02_2021
United Kingdom,15856.0,373.0,26800.0,279850.0,12294006.0,512581.0,0.0,07_02_2021
United Kingdom,18285.0,828.0,26914.0,551470.0,12015018.0,511719.0,0.0,06_02_2021
United Kingdom,19160.0,1014.0,28383.0,498227.0,11465210.0,510057.0,0.0,05_02_2021
United Kingdom,20674.0,915.0,29413.0,484596.0,10971047.0,505993.0,0.0,04_02_2021
United Kingdom,19202.0,1322.0,30604.0,472011.0,10490487.0,501957.0,0.0,03_02_2021
United Kingdom,16879.0,1450.0,31766.0,376922.0,10021471.0,498962.0,0.0,02_02_2021
United Kingdom,18653.0,406.0,32960.0,352935.0,9646715.0,496796.0,0.0,01_02_2021
United Kingdom,21140.0,587.0,32586.0,322194.0,9296367.0,494209.0,0.0,31_01_2021
United Kingdom,23360.0,1203.0,33015.0,609010.0,8977329.0,491053.0,0.0,30_01_2021
United Kingdom,29079.0,1245.0,33847.0,489934.0,8378940.0,480432.0,0.0,29_01_2021
United Kingdom,28709.0,1239.0,34909.0,416188.0,7891184.0,478254.0,0.0,28_01_2021
United Kingdom,25334.0,1725.0,35513.0,314707.0,7476765.0,476485.0,0.0,27_01_2021
United Kingdom,20101.0,1631.0,37101.0,312770.0,7164387.0,474156.0,0.0,26_01_2021
United Kingdom,22218.0,592.0,37756.0,281725.0,6853327.0,472446.0,0.0,25_01_2021
United Kingdom,30037.0,610.0,37730.0,221067.0,6573570.0,470478.0,0.0,24_01_2021
United Kingdom,33568.0,1349.0,37398.0,493013.0,6353321.0,469660.0,0.0,23_01_2021
United Kingdom,40268.0,1401.0,38258.0,480069.0,5861351.0,468617.0,0.0,22_01_2021
United Kingdom,37901.0,1290.0,38059.0,412615.0,5383103.0,466796.0,0.0,21_01_2021
United Kingdom,38917.0,1820.0,38739.0,366919.0,4973248.0,464036.0,0.0,20_01_2021
United Kingdom,33371.0,1610.0,38846.0,346922.0,4609740.0,460625.0,0.0,19_01_2021
United Kingdom,37542.0,599.0,39254.0,208641.0,4266577.0,456866.0,0.0,18_01_2021
United Kingdom,38605.0,673.0,38169.0,192346.0,4062501.0,452301.0,0.0,17_01_2021
United Kingdom,41345.0,1295.0,37715.0,298751.0,3872394.0,450062.0,0.0,16_01_2021
United Kingdom,55777.0,1280.0,38133.0,345525.0,3576263.0,447442.0,0.0,15_01_2021
United Kingdom,48695.0,1248.0,37692.0,321951.0,3234946.0,443234.0,0.0,14_01_2021
United Kingdom,47539.0,1565.0,37487.0,288688.0,2918252.0,437977.0,0.0,13_01_2021
United Kingdom,45544.0,1245.0,36981.0,223726.0,2639309.0,428232.0,0.0,12_01_2021
United Kingdom,46191.0,529.0,36751.0,165844.0,2431648.0,412167.0,0.0,11_01_2021
United Kingdom,54957.0,563.0,35391.0,0.0,2286572.0,391399.0,0.0,10_01_2021
United Kingdom,59974.0,1035.0,34032.0,0.0,0.0,0.0,0.0,09_01_2021
United Kingdom,68066.0,1331.0,33778.0,0.0,0.0,0.0,0.0,08_01_2021
United Kingdom,52634.0,1162.0,32583.0,0.0,0.0,0.0,0.0,07_01_2021
United Kingdom,62352.0,1041.0,31946.0,0.0,0.0,0.0,0.0,06_01_2021
United Kingdom,60938.0,878.0,30686.0,0.0,0.0,0.0,0.0,05_01_2021
United Kingdom,58805.0,410.0,30775.0,0.0,0.0,0.0,0.0,04_01_2021
United Kingdom,55052.0,454.0,29033.0,0.0,0.0,0.0,0.0,03_01_2021
United Kingdom,57724.0,445.0,27561.0,0.0,0.0,0.0,0.0,02_01_2021
United Kingdom,53286.0,615.0,26389.0,0.0,0.0,0.0,0.0,01_01_2021
United Kingdom,55926.0,964.0,26577.0,0.0,0.0,0.0,0.0,31_12_2020
United Kingdom,50043.0,982.0,26551.0,0.0,0.0,0.0,0.0,30_12_2020
United Kingdom,53150.0,458.0,25549.0,0.0,0.0,0.0,0.0,29_12_2020
United Kingdom,41414.0,357.0,24049.0,0.0,0.0,0.0,0.0,28_12_2020
United Kingdom,32420.0,347.0,22764.0,0.0,0.0,0.0,0.0,27_12_2020
United Kingdom,34693.0,210.0,21730.0,0.0,0.0,0.0,0.0,26_12_2020
United Kingdom,32725.0,570.0,20918.0,0.0,0.0,0.0,0.0,25_12_2020
United Kingdom,39059.0,575.0,21577.0,0.0,0.0,0.0,0.0,24_12_2020
United Kingdom,39318.0,748.0,21222.0,0.0,0.0,0.0,0.0,23_12_2020
United Kingdom,36841.0,691.0,21488.0,0.0,0.0,0.0,0.0,22_12_2020
United Kingdom,33473.0,215.0,21133.0,0.0,0.0,0.0,0.0,21_12_2020
United Kingdom,36031.0,326.0,20004.0,0.0,0.0,0.0,0.0,20_12_2020
United Kingdom,27189.0,537.0,19463.0,0.0,0.0,0.0,0.0,19_12_2020
United Kingdom,28507.0,490.0,19117.0,0.0,0.0,0.0,0.0,18_12_2020
United Kingdom,35480.0,532.0,18970.0,0.0,0.0,0.0,0.0,17_12_2020
United Kingdom,25261.0,612.0,18671.0,0.0,0.0,0.0,0.0,16_12_2020
United Kingdom,18510.0,506.0,18216.0,0.0,0.0,0.0,0.0,15_12_2020
United Kingdom,20327.0,232.0,18246.0,0.0,0.0,0.0,0.0,14_12_2020
United Kingdom,18538.0,144.0,17538.0,0.0,0.0,0.0,0.0,13_12_2020
United Kingdom,21552.0,520.0,16909.0,0.0,0.0,0.0,0.0,12_12_2020
United Kingdom,21754.0,424.0,16885.0,0.0,0.0,0.0,0.0,11_12_2020
United Kingdom,21022.0,516.0,16723.0,0.0,0.0,0.0,0.0,10_12_2020
United Kingdom,16616.0,533.0,16331.0,0.0,0.0,0.0,0.0,09_12_2020
United Kingdom,12353.0,599.0,16477.0,0.0,0.0,0.0,0.0,08_12_2020
United Kingdom,14749.0,189.0,16415.0,0.0,0.0,0.0,0.0,07_12_2020
United Kingdom,17367.0,231.0,15960.0,0.0,0.0,0.0,0.0,06_12_2020
United Kingdom,15562.0,397.0,15688.0,0.0,0.0,0.0,0.0,05_12_2020
United Kingdom,16366.0,504.0,15727.0,0.0,0.0,0.0,0.0,04_12_2020
United Kingdom,14939.0,414.0,15658.0,0.0,0.0,0.0,0.0,03_12_2020
United Kingdom,16226.0,648.0,15977.0,0.0,0.0,0.0,0.0,02_12_2020
United Kingdom,13471.0,603.0,16312.0,0.0,0.0,0.0,0.0,01_12_2020
United Kingdom,12411.0,203.0,16565.0,0.0,0.0,0.0,0.0,30_11_2020
United Kingdom,12155.0,215.0,16313.0,0.0,0.0,0.0,0.0,29_11_2020
United Kingdom,15871.0,479.0,15985.0,0.0,0.0,0.0,0.0,28_11_2020
United Kingdom,14810.0,520.0,16571.0,0.0,0.0,0.0,0.0,27_11_2020
United Kingdom,17555.0,498.0,16762.0,0.0,0.0,0.0,0.0,26_11_2020
United Kingdom,18236.0,695.0,17132.0,0.0,0.0,0.0,0.0,25_11_2020
United Kingdom,11329.0,608.0,17424.0,0.0,0.0,0.0,0.0,24_11_2020
United Kingdom,15450.0,206.0,17681.0,0.0,0.0,0.0,0.0,23_11_2020
United Kingdom,18662.0,398.0,17264.0,0.0,0.0,0.0,0.0,22_11_2020
United Kingdom,19889.0,340.0,17063.0,0.0,0.0,0.0,0.0,21_11_2020
United Kingdom,20253.0,511.0,17184.0,0.0,0.0,0.0,0.0,20_11_2020
United Kingdom,22926.0,501.0,17459.0,0.0,0.0,0.0,0.0,19_11_2020
United Kingdom,19631.0,529.0,17486.0,0.0,0.0,0.0,0.0,18_11_2020
United Kingdom,20051.0,598.0,17439.0,0.0,0.0,0.0,0.0,17_11_2020
United Kingdom,21406.0,213.0,17313.0,0.0,0.0,0.0,0.0,16_11_2020
United Kingdom,24962.0,168.0,16864.0,0.0,0.0,0.0,0.0,15_11_2020
United Kingdom,26860.0,462.0,16299.0,0.0,0.0,0.0,0.0,14_11_2020
United Kingdom,27301.0,376.0,16236.0,0.0,0.0,0.0,0.0,13_11_2020
United Kingdom,33487.0,563.0,15879.0,0.0,0.0,0.0,0.0,12_11_2020
United Kingdom,22964.0,595.0,15666.0,0.0,0.0,0.0,0.0,11_11_2020
United Kingdom,20433.0,532.0,14964.0,0.0,0.0,0.0,0.0,10_11_2020
United Kingdom,21380.0,194.0,15141.0,0.0,0.0,0.0,0.0,09_11_2020
United Kingdom,20572.0,156.0,14546.0,0.0,0.0,0.0,0.0,08_11_2020
United Kingdom,24957.0,413.0,14314.0,0.0,0.0,0.0,0.0,07_11_2020
United Kingdom,23303.0,355.0,13958.0,0.0,0.0,0.0,0.0,06_11_2020
United Kingdom,24150.0,378.0,13796.0,0.0,0.0,0.0,0.0,05_11_2020
United Kingdom,25191.0,492.0,13817.0,0.0,0.0,0.0,0.0,04_11_2020
United Kingdom,20052.0,397.0,13749.0,0.0,0.0,0.0,0.0,03_11_2020
United Kingdom,18954.0,136.0,13105.0,0.0,0.0,0.0,0.0,02_11_2020
United Kingdom,23254.0,162.0,12230.0,0.0,0.0,0.0,0.0,01_11_2020
United Kingdom,21915.0,326.0,12310.0,0.0,0.0,0.0,0.0,31_10_2020
United Kingdom,24410.0,274.0,11788.0,0.0,0.0,0.0,0.0,30_10_2020
United Kingdom,23068.0,280.0,11583.0,0.0,0.0,0.0,0.0,29_10_2020
United Kingdom,24711.0,310.0,11434.0,0.0,0.0,0.0,0.0,28_10_2020
United Kingdom,22911.0,367.0,10938.0,0.0,0.0,0.0,0.0,27_10_2020
United Kingdom,20891.0,102.0,10108.0,0.0,0.0,0.0,0.0,26_10_2020
United Kingdom,19790.0,151.0,9786.0,0.0,0.0,0.0,0.0,25_10_2020
United Kingdom,23012.0,174.0,9262.0,0.0,0.0,0.0,0.0,24_10_2020
United Kingdom,20542.0,224.0,8886.0,0.0,0.0,0.0,0.0,23_10_2020
United Kingdom,21247.0,189.0,8311.0,0.0,0.0,0.0,0.0,22_10_2020
United Kingdom,26694.0,191.0,8132.0,0.0,0.0,0.0,0.0,21_10_2020
United Kingdom,21331.0,241.0,7852.0,0.0,0.0,0.0,0.0,20_10_2020
United Kingdom,18822.0,80.0,7334.0,0.0,0.0,0.0,0.0,19_10_2020
United Kingdom,16981.0,67.0,6829.0,0.0,0.0,0.0,0.0,18_10_2020
United Kingdom,16171.0,150.0,6545.0,0.0,0.0,0.0,0.0,17_10_2020
United Kingdom,15635.0,136.0,6296.0,0.0,0.0,0.0,0.0,16_10_2020
United Kingdom,18981.0,138.0,5933.0,0.0,0.0,0.0,0.0,15_10_2020
United Kingdom,19728.0,137.0,5598.0,0.0,0.0,0.0,0.0,14_10_2020
United Kingdom,17236.0,143.0,5293.0,0.0,0.0,0.0,0.0,13_10_2020
United Kingdom,14010.0,50.0,4959.0,0.0,0.0,0.0,0.0,12_10_2020
United Kingdom,12872.0,65.0,4670.0,0.0,0.0,0.0,0.0,11_10_2020
United Kingdom,15165.0,81.0,4358.0,0.0,0.0,0.0,0.0,10_10_2020
United Kingdom,13864.0,87.0,4170.0,0.0,0.0,0.0,0.0,09_10_2020
United Kingdom,17541.0,77.0,4085.0,0.0,0.0,0.0,0.0,08_10_2020
United Kingdom,14165.0,70.0,3893.0,0.0,0.0,0.0,0.0,07_10_2020
United Kingdom,14551.0,76.0,3642.0,0.0,0.0,0.0,0.0,06_10_2020
United Kingdom,12601.0,19.0,3370.0,0.0,0.0,0.0,0.0,05_10_2020
United Kingdom,22961.0,33.0,3056.0,0.0,0.0,0.0,0.0,04_10_2020
United Kingdom,12872.0,49.0,2867.0,0.0,0.0,0.0,0.0,03_10_2020
United Kingdom,6980.0,66.0,2723.0,0.0,0.0,0.0,0.0,02_10_2020
United Kingdom,6914.0,59.0,2592.0,0.0,0.0,0.0,0.0,01_10_2020
United Kingdom,7109.0,71.0,2530.0,0.0,0.0,0.0,0.0,30_09_2020
United Kingdom,7143.0,71.0,2420.0,0.0,0.0,0.0,0.0,29_09_2020
United Kingdom,4052.0,13.0,2399.0,0.0,0.0,0.0,0.0,28_09_2020
United Kingdom,5692.0,17.0,2188.0,0.0,0.0,0.0,0.0,27_09_2020
United Kingdom,6041.0,35.0,2033.0,0.0,0.0,0.0,0.0,26_09_2020
United Kingdom,6874.0,34.0,2020.0,0.0,0.0,0.0,0.0,25_09_2020
United Kingdom,6635.0,40.0,1846.0,0.0,0.0,0.0,0.0,24_09_2020
United Kingdom,6180.0,37.0,1730.0,0.0,0.0,0.0,0.0,23_09_2020
United Kingdom,4926.0,37.0,1636.0,0.0,0.0,0.0,0.0,22_09_2020
United Kingdom,4376.0,11.0,1558.0,0.0,0.0,0.0,0.0,21_09_2020
United Kingdom,3899.0,18.0,1398.0,0.0,0.0,0.0,0.0,20_09_2020
United Kingdom,4422.0,27.0,1300.0,0.0,0.0,0.0,0.0,19_09_2020
United Kingdom,4322.0,27.0,1221.0,0.0,0.0,0.0,0.0,18_09_2020
United Kingdom,3400.0,21.0,1162.0,0.0,0.0,0.0,0.0,17_09_2020
United Kingdom,3991.0,20.0,1106.0,0.0,0.0,0.0,0.0,16_09_2020
United Kingdom,3109.0,27.0,1066.0,0.0,0.0,0.0,0.0,15_09_2020
United Kingdom,2621.0,9.0,982.0,0.0,0.0,0.0,0.0,14_09_2020
United Kingdom,3330.0,5.0,843.0,0.0,0.0,0.0,0.0,13_09_2020
United Kingdom,3497.0,9.0,812.0,0.0,0.0,0.0,0.0,12_09_2020
United Kingdom,3541.0,6.0,770.0,0.0,0.0,0.0,0.0,11_09_2020
United Kingdom,2919.0,14.0,944.0,0.0,0.0,0.0,0.0,10_09_2020
United Kingdom,2661.0,8.0,924.0,0.0,0.0,0.0,0.0,09_09_2020
United Kingdom,2461.0,32.0,894.0,0.0,0.0,0.0,0.0,08_09_2020
United Kingdom,2950.0,3.0,902.0,0.0,0.0,0.0,0.0,07_09_2020
United Kingdom,2983.0,2.0,817.0,0.0,0.0,0.0,0.0,06_09_2020
United Kingdom,1813.0,12.0,812.0,0.0,0.0,0.0,0.0,05_09_2020
United Kingdom,1940.0,10.0,818.0,0.0,0.0,0.0,0.0,04_09_2020
United Kingdom,1735.0,13.0,817.0,0.0,0.0,0.0,0.0,03_09_2020
United Kingdom,1509.0,10.0,803.0,0.0,0.0,0.0,0.0,02_09_2020
United Kingdom,1300.0,3.0,861.0,0.0,0.0,0.0,0.0,01_09_2020
United Kingdom,1406.0,2.0,854.0,0.0,0.0,0.0,0.0,31_08_2020
United Kingdom,1715.0,1.0,831.0,0.0,0.0,0.0,0.0,30_08_2020
United Kingdom,1108.0,12.0,833.0,0.0,0.0,0.0,0.0,29_08_2020
United Kingdom,1278.0,9.0,818.0,0.0,0.0,0.0,0.0,28_08_2020
United Kingdom,1522.0,12.0,840.0,0.0,0.0,0.0,0.0,27_08_2020
United Kingdom,1051.0,16.0,829.0,0.0,0.0,0.0,0.0,26_08_2020
United Kingdom,1188.0,16.0,844.0,0.0,0.0,0.0,0.0,25_08_2020
United Kingdom,974.0,4.0,876.0,0.0,0.0,0.0,0.0,24_08_2020
United Kingdom,1041.0,6.0,870.0,0.0,0.0,0.0,0.0,23_08_2020
United Kingdom,1288.0,18.0,943.0,0.0,0.0,0.0,0.0,22_08_2020
United Kingdom,1034.0,2.0,888.0,0.0,0.0,0.0,0.0,21_08_2020
United Kingdom,1182.0,6.0,909.0,0.0,0.0,0.0,0.0,20_08_2020
United Kingdom,816.0,17.0,924.0,0.0,0.0,0.0,0.0,19_08_2020
United Kingdom,1089.0,12.0,953.0,0.0,0.0,0.0,0.0,18_08_2020
United Kingdom,715.0,3.0,982.0,0.0,0.0,0.0,0.0,17_08_2020
United Kingdom,1105.0,5.0,979.0,0.0,0.0,0.0,0.0,16_08_2020
United Kingdom,1012.0,3.0,974.0,0.0,0.0,0.0,0.0,15_08_2020
United Kingdom,1444.0,11.0,995.0,0.0,0.0,0.0,0.0,14_08_2020
United Kingdom,1129.0,18.0,1008.0,0.0,0.0,0.0,0.0,13_08_2020
United Kingdom,1013.0,20.0,1004.0,0.0,0.0,0.0,0.0,12_08_2020
United Kingdom,1148.0,13.0,1039.0,0.0,0.0,0.0,0.0,11_08_2020
United Kingdom,818.0,18.0,1087.0,0.0,0.0,0.0,0.0,10_08_2020
United Kingdom,1062.0,5.0,983.0,0.0,0.0,0.0,0.0,09_08_2020
United Kingdom,758.0,3.0,1027.0,0.0,0.0,0.0,0.0,08_08_2020
United Kingdom,871.0,12.0,1094.0,0.0,0.0,0.0,0.0,07_08_2020
United Kingdom,951.0,18.0,1155.0,0.0,0.0,0.0,0.0,06_08_2020
United Kingdom,892.0,14.0,1200.0,0.0,0.0,0.0,0.0,05_08_2020
United Kingdom,674.0,18.0,1216.0,0.0,0.0,0.0,0.0,04_08_2020
United Kingdom,942.0,1.0,1251.0,0.0,0.0,0.0,0.0,03_08_2020
United Kingdom,743.0,5.0,1254.0,0.0,0.0,0.0,0.0,02_08_2020
United Kingdom,761.0,13.0,1290.0,0.0,0.0,0.0,0.0,01_08_2020
United Kingdom,880.0,20.0,1266.0,0.0,0.0,0.0,0.0,31_07_2020
United Kingdom,846.0,0.0,1314.0,0.0,0.0,0.0,0.0,30_07_2020
United Kingdom,797.0,34.0,1350.0,0.0,0.0,0.0,0.0,29_07_2020
United Kingdom,550.0,21.0,1369.0,0.0,0.0,0.0,0.0,28_07_2020
United Kingdom,685.0,3.0,1370.0,0.0,0.0,0.0,0.0,27_07_2020
United Kingdom,745.0,8.0,1383.0,0.0,0.0,0.0,0.0,26_07_2020
United Kingdom,767.0,15.0,1401.0,0.0,0.0,0.0,0.0,25_07_2020
United Kingdom,769.0,32.0,1453.0,0.0,0.0,0.0,0.0,24_07_2020
United Kingdom,769.0,9.0,1538.0,0.0,0.0,0.0,0.0,23_07_2020
United Kingdom,560.0,17.0,1747.0,0.0,0.0,0.0,0.0,22_07_2020
United Kingdom,445.0,25.0,1634.0,0.0,0.0,0.0,0.0,21_07_2020
United Kingdom,580.0,10.0,1734.0,0.0,0.0,0.0,0.0,20_07_2020
United Kingdom,726.0,11.0,1742.0,0.0,0.0,0.0,0.0,19_07_2020
United Kingdom,827.0,9.0,1776.0,0.0,0.0,0.0,0.0,18_07_2020
United Kingdom,687.0,26.0,1804.0,0.0,0.0,0.0,0.0,17_07_2020
United Kingdom,643.0,24.0,1829.0,0.0,0.0,0.0,0.0,16_07_2020
United Kingdom,538.0,26.0,1974.0,0.0,0.0,0.0,0.0,15_07_2020
United Kingdom,1240.0,44.0,1993.0,0.0,0.0,0.0,0.0,14_07_2020
United Kingdom,534.0,10.0,2113.0,0.0,0.0,0.0,0.0,13_07_2020
United Kingdom,650.0,9.0,2101.0,0.0,0.0,0.0,0.0,12_07_2020
United Kingdom,820.0,17.0,2119.0,0.0,0.0,0.0,0.0,11_07_2020
United Kingdom,512.0,34.0,2244.0,0.0,0.0,0.0,0.0,10_07_2020
United Kingdom,642.0,31.0,2345.0,0.0,0.0,0.0,0.0,09_07_2020
United Kingdom,630.0,57.0,2454.0,0.0,0.0,0.0,0.0,08_07_2020
United Kingdom,581.0,54.0,2598.0,0.0,0.0,0.0,0.0,07_07_2020
United Kingdom,358.0,11.0,2699.0,0.0,0.0,0.0,0.0,06_07_2020
United Kingdom,516.0,19.0,2741.0,0.0,0.0,0.0,0.0,05_07_2020
United Kingdom,624.0,32.0,2802.0,0.0,0.0,0.0,0.0,04_07_2020
United Kingdom,502.0,49.0,2942.0,0.0,0.0,0.0,0.0,03_07_2020
United Kingdom,4.0,41.0,3079.0,0.0,0.0,0.0,0.0,02_07_2020
United Kingdom,60.0,97.0,3198.0,0.0,0.0,0.0,0.0,01_07_2020
United Kingdom,403.0,53.0,3383.0,0.0,0.0,0.0,0.0,30_06_2020
United Kingdom,604.0,21.0,3748.0,0.0,0.0,0.0,0.0,29_06_2020
United Kingdom,395.0,31.0,3557.0,0.0,0.0,0.0,0.0,28_06_2020
United Kingdom,633.0,40.0,3544.0,0.0,0.0,0.0,0.0,27_06_2020
United Kingdom,638.0,77.0,3620.0,0.0,0.0,0.0,0.0,26_06_2020
United Kingdom,697.0,99.0,3850.0,0.0,0.0,0.0,0.0,25_06_2020
United Kingdom,775.0,87.0,4030.0,0.0,0.0,0.0,0.0,24_06_2020
United Kingdom,882.0,94.0,4134.0,0.0,0.0,0.0,0.0,23_06_2020
United Kingdom,892.0,13.0,4281.0,0.0,0.0,0.0,0.0,22_06_2020
United Kingdom,622.0,31.0,4222.0,0.0,0.0,0.0,0.0,21_06_2020
United Kingdom,666.0,71.0,4252.0,0.0,0.0,0.0,0.0,20_06_2020
United Kingdom,980.0,84.0,4414.0,0.0,0.0,0.0,0.0,19_06_2020
United Kingdom,1020.0,67.0,4560.0,0.0,0.0,0.0,0.0,18_06_2020
United Kingdom,999.0,110.0,4719.0,0.0,0.0,0.0,0.0,17_06_2020
United Kingdom,1077.0,120.0,4863.0,0.0,0.0,0.0,0.0,16_06_2020
United Kingdom,1029.0,29.0,4870.0,0.0,0.0,0.0,0.0,15_06_2020
United Kingdom,807.0,27.0,4908.0,0.0,0.0,0.0,0.0,14_06_2020
United Kingdom,887.0,107.0,4941.0,0.0,0.0,0.0,0.0,13_06_2020
United Kingdom,1053.0,131.0,5090.0,0.0,0.0,0.0,0.0,12_06_2020
United Kingdom,1001.0,76.0,5179.0,0.0,0.0,0.0,0.0,11_06_2020
United Kingdom,1182.0,164.0,5475.0,0.0,0.0,0.0,0.0,10_06_2020
United Kingdom,1154.0,197.0,5736.0,0.0,0.0,0.0,0.0,09_06_2020
United Kingdom,1087.0,47.0,5931.0,0.0,0.0,0.0,0.0,08_06_2020
United Kingdom,717.0,54.0,5944.0,0.0,0.0,0.0,0.0,07_06_2020
United Kingdom,793.0,143.0,6149.0,0.0,0.0,0.0,0.0,06_06_2020
United Kingdom,1105.0,258.0,6379.0,0.0,0.0,0.0,0.0,05_06_2020
United Kingdom,1234.0,130.0,6580.0,0.0,0.0,0.0,0.0,04_06_2020
United Kingdom,1343.0,254.0,6815.0,0.0,0.0,0.0,0.0,03_06_2020
United Kingdom,1467.0,250.0,7087.0,0.0,0.0,0.0,0.0,02_06_2020
United Kingdom,1434.0,86.0,7248.0,0.0,0.0,0.0,0.0,01_06_2020
