Country,Confirmed,Deaths,Hosp_patients,Vaccinations,Vaccinated_Once,Vaccinated_Full,Vaccinated_Booster,Date
United Kingdom,1069.0,60.0,7238.0,0.0,0.0,0.0,0.0,31_05_2020
United Kingdom,1099.0,154.0,7268.0,0.0,0.0,0.0,0.0,30_05_2020
United Kingdom,1504.0,274.0,7586.0,0.0,0.0,0.0,0.0,29_05_2020
United Kingdom,1734.0,343.0,7907.0,0.0,0.0,0.0,0.0,28_05_2020
United Kingdom,1803.0,422.0,8220.0,0.0,0.0,0.0,0.0,27_05_2020
United Kingdom,1650.0,131.0,8732.0,0.0,0.0,0.0,0.0,26_05_2020
United Kingdom,1608.0,104.0,8836.0,0.0,0.0,0.0,0.0,25_05_2020
United Kingdom,1348.0,379.0,8814.0,0.0,0.0,0.0,0.0,24_05_2020
United Kingdom,1507.0,220.0,8814.0,0.0,0.0,0.0,0.0,23_05_2020
United Kingdom,2030.0,291.0,9184.0,0.0,0.0,0.0,0.0,22_05_2020
United Kingdom,2542.0,273.0,9293.0,0.0,0.0,0.0,0.0,21_05_2020
United Kingdom,2709.0,329.0,9563.0,0.0,0.0,0.0,0.0,20_05_2020
United Kingdom,3041.0,501.0,10013.0,0.0,0.0,0.0,0.0,19_05_2020
United Kingdom,2575.0,146.0,10231.0,0.0,0.0,0.0,0.0,18_05_2020
United Kingdom,1826.0,67.0,10199.0,0.0,0.0,0.0,0.0,17_05_2020
United Kingdom,2070.0,411.0,10238.0,0.0,0.0,0.0,0.0,16_05_2020
United Kingdom,2517.0,350.0,10691.0,0.0,0.0,0.0,0.0,15_05_2020
United Kingdom,2610.0,352.0,10921.0,0.0,0.0,0.0,0.0,14_05_2020
United Kingdom,3299.0,448.0,11342.0,0.0,0.0,0.0,0.0,13_05_2020
United Kingdom,3390.0,615.0,11591.0,0.0,0.0,0.0,0.0,12_05_2020
United Kingdom,3584.0,187.0,11967.0,0.0,0.0,0.0,0.0,11_05_2020
United Kingdom,2321.0,217.0,11727.0,0.0,0.0,0.0,0.0,10_05_2020
United Kingdom,2150.0,275.0,12015.0,0.0,0.0,0.0,0.0,09_05_2020
United Kingdom,3049.0,580.0,12053.0,0.0,0.0,0.0,0.0,08_05_2020
United Kingdom,3767.0,458.0,12626.0,0.0,0.0,0.0,0.0,07_05_2020
United Kingdom,3831.0,647.0,13148.0,0.0,0.0,0.0,0.0,06_05_2020
United Kingdom,3685.0,725.0,13723.0,0.0,0.0,0.0,0.0,05_05_2020
United Kingdom,3378.0,272.0,14097.0,0.0,0.0,0.0,0.0,04_05_2020
United Kingdom,2975.0,253.0,14188.0,0.0,0.0,0.0,0.0,03_05_2020
United Kingdom,3226.0,584.0,14380.0,0.0,0.0,0.0,0.0,02_05_2020
United Kingdom,4728.0,699.0,14723.0,0.0,0.0,0.0,0.0,01_05_2020
United Kingdom,4956.0,636.0,15164.0,0.0,0.0,0.0,0.0,30_04_2020
United Kingdom,5442.0,771.0,15521.0,0.0,0.0,0.0,0.0,29_04_2020
United Kingdom,4726.0,970.0,15877.0,0.0,0.0,0.0,0.0,28_04_2020
United Kingdom,4702.0,320.0,16662.0,0.0,0.0,0.0,0.0,27_04_2020
United Kingdom,3468.0,364.0,16555.0,0.0,0.0,0.0,0.0,26_04_2020
United Kingdom,3750.0,816.0,16604.0,0.0,0.0,0.0,0.0,25_04_2020
United Kingdom,4975.0,1015.0,17063.0,0.0,0.0,0.0,0.0,24_04_2020
United Kingdom,5166.0,683.0,17867.0,0.0,0.0,0.0,0.0,23_04_2020
United Kingdom,5492.0,851.0,18533.0,0.0,0.0,0.0,0.0,22_04_2020
United Kingdom,4768.0,1224.0,19139.0,0.0,0.0,0.0,0.0,21_04_2020
United Kingdom,4858.0,573.0,19331.0,0.0,0.0,0.0,0.0,20_04_2020
United Kingdom,3856.0,432.0,19574.0,0.0,0.0,0.0,0.0,19_04_2020
United Kingdom,4730.0,1106.0,19456.0,0.0,0.0,0.0,0.0,18_04_2020
United Kingdom,4978.0,914.0,19330.0,0.0,0.0,0.0,0.0,17_04_2020
United Kingdom,5308.0,1040.0,20389.0,0.0,0.0,0.0,0.0,16_04_2020
United Kingdom,5072.0,882.0,20582.0,0.0,0.0,0.0,0.0,15_04_2020
United Kingdom,4329.0,1080.0,21281.0,0.0,0.0,0.0,0.0,14_04_2020
United Kingdom,4188.0,724.0,21308.0,0.0,0.0,0.0,0.0,13_04_2020
United Kingdom,3519.0,657.0,21687.0,0.0,0.0,0.0,0.0,12_04_2020
United Kingdom,3586.0,843.0,21254.0,0.0,0.0,0.0,0.0,11_04_2020
United Kingdom,4352.0,1123.0,21280.0,0.0,0.0,0.0,0.0,10_04_2020
United Kingdom,4862.0,1116.0,21005.0,0.0,0.0,0.0,0.0,09_04_2020
United Kingdom,5145.0,1031.0,20740.0,0.0,0.0,0.0,0.0,08_04_2020
United Kingdom,5462.0,1105.0,20234.0,0.0,0.0,0.0,0.0,07_04_2020
United Kingdom,5289.0,568.0,19493.0,0.0,0.0,0.0,0.0,06_04_2020
United Kingdom,3641.0,600.0,18855.0,0.0,0.0,0.0,0.0,05_04_2020
United Kingdom,4050.0,757.0,17502.0,0.0,0.0,0.0,0.0,04_04_2020
United Kingdom,4954.0,737.0,15546.0,0.0,0.0,0.0,0.0,03_04_2020
United Kingdom,4886.0,657.0,13875.0,0.0,0.0,0.0,0.0,02_04_2020
United Kingdom,4945.0,672.0,13637.0,0.0,0.0,0.0,0.0,01_04_2020
United Kingdom,4515.0,404.0,12597.0,0.0,0.0,0.0,0.0,31_03_2020
United Kingdom,4306.0,374.0,11093.0,0.0,0.0,0.0,0.0,30_03_2020
United Kingdom,2868.0,213.0,9525.0,0.0,0.0,0.0,0.0,29_03_2020
United Kingdom,2831.0,292.0,8278.0,0.0,0.0,0.0,0.0,28_03_2020
United Kingdom,3223.0,288.0,7267.0,0.0,0.0,0.0,0.0,27_03_2020
United Kingdom,3104.0,182.0,0.0,0.0,0.0,0.0,0.0,26_03_2020
United Kingdom,2703.0,191.0,0.0,0.0,0.0,0.0,0.0,25_03_2020
United Kingdom,2371.0,148.0,0.0,0.0,0.0,0.0,0.0,24_03_2020
United Kingdom,2339.0,76.0,0.0,0.0,0.0,0.0,0.0,23_03_2020
United Kingdom,1376.0,36.0,0.0,0.0,0.0,0.0,0.0,22_03_2020
United Kingdom,1215.0,58.0,0.0,0.0,0.0,0.0,0.0,21_03_2020
United Kingdom,1257.0,32.0,0.0,0.0,0.0,0.0,0.0,20_03_2020
United Kingdom,1060.0,46.0,0.0,0.0,0.0,0.0,0.0,19_03_2020
United Kingdom,999.0,34.0,0.0,0.0,0.0,0.0,0.0,18_03_2020
United Kingdom,768.0,17.0,0.0,0.0,0.0,0.0,0.0,17_03_2020
United Kingdom,615.0,22.0,0.0,0.0,0.0,0.0,0.0,16_03_2020
United Kingdom,443.0,14.0,0.0,0.0,0.0,0.0,0.0,15_03_2020
United Kingdom,364.0,19.0,0.0,0.0,0.0,0.0,0.0,14_03_2020
United Kingdom,479.0,1.0,0.0,0.0,0.0,0.0,0.0,13_03_2020
United Kingdom,489.0,2.0,0.0,0.0,0.0,0.0,0.0,12_03_2020
United Kingdom,412.0,0.0,0.0,0.0,0.0,0.0,0.0,11_03_2020
United Kingdom,259.0,4.0,0.0,0.0,0.0,0.0,0.0,10_03_2020
United Kingdom,147.0,1.0,0.0,0.0,0.0,0.0,0.0,09_03_2020
United Kingdom,54.0,0.0,0.0,0.0,0.0,0.0,0.0,08_03_2020
United Kingdom,55.0,1.0,0.0,0.0,0.0,0.0,0.0,07_03_2020
United Kingdom,79.0,1.0,0.0,0.0,0.0,0.0,0.0,06_03_2020
United Kingdom,49.0,0.0,0.0,0.0,0.0,0.0,0.0,05_03_2020
United Kingdom,56.0,0.0,0.0,0.0,0.0,0.0,0.0,04_03_2020
United Kingdom,55.0,0.0,0.0,0.0,0.0,0.0,0.0,03_03_2020
United Kingdom,40.0,0.0,0.0,0.0,0.0,0.0,0.0,02_03_2020
United Kingdom,33.0,0.0,0.0,0.0,0.0,0.0,0.0,01_03_2020
United Kingdom,5.0,0.0,0.0,0.0,0.0,0.0,0.0,29_02_2020
United Kingdom,12.0,0.0,0.0,0.0,0.0,0.0,0.0,28_02_2020
United Kingdom,7.0,0.0,0.0,0.0,0.0,0.0,0.0,27_02_2020
United Kingdom,3.0,0.0,0.0,0.0,0.0,0.0,0.0,26_02_2020
United Kingdom,4.0,0.0,0.0,0.0,0.0,0.0,0.0,25_02_2020
United Kingdom,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24_02_2020
United Kingdom,5.0,0.0,0.0,0.0,0.0,0.0,0.0,23_02_2020
United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22_02_2020
United Kingdom,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21_02_2020
United Kingdom,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20_02_2020
United Kingdom,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19_02_2020
United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18_02_2020
United Kingdom,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17_02_2020
United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16_02_2020
United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15_02_2020
United Kingdom,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14_02_2020
United Kingdom,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13_02_2020
United Kingdom,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12_02_2020
United Kingdom,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11_02_2020
United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10_02_2020
United Kingdom,1.0,0.0,0.0,0.0,0.0,0.0,0.0,09_02_2020
United Kingdom,4.0,0.0,0.0,0.0,0.0,0.0,0.0,08_02_2020
United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07_02_2020
United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06_02_2020
United Kingdom,1.0,0.0,0.0,0.0,0.0,0.0,0.0,05_02_2020
United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04_02_2020
United Kingdom,6.0,0.0,0.0,0.0,0.0,0.0,0.0,03_02_2020
United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02_02_2020
United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01_02_2020
United Kingdom,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31_01_2020
